id	src tokenized	tgt tokenized	src raw	tgt raw	bias type tag
97	[@martybeckerman, @ne0liberal, This, feels, like, a, cold, take, on, the, surface,, but, I, feel, like, this, is, hand, waving, away, so, much, early-90s, conservative, media, legwork, that, was, done, that, has, been, largely, paved, over., Limbaugh, hit, it, big, in, 92, when, he, uttered, the, first, usage, of, "Feminazi", I, had, heard,, describing, HRC.]	[@martybeckerman, @ne0liberal, This, feels, like, a, cold, take, on, the, surface,, but, I, feel, like, this, is, hand, waving, away, so, much, early-90s, conservative, media, legwork, that, was, done, that, has, been, largely, paved, over.]	@martybeckerman @ne0liberal This feels like a cold take on the surface, but I feel like this is hand waving away so much early-90s conservative media legwork that was done that has been largely paved over. Limbaugh hit it big in 92 when he uttered the first usage  of "Feminazi" I had heard, describing HRC.	@martybeckerman @ne0liberal This feels like a cold take on the surface, but I feel like this is hand waving away so much early-90s conservative media legwork that was done that has been largely paved over.	ideologicalinequality
98	[@PatagoniaDon, @jessesingal, I'm, going, to, start, demanding, that, hot, lesbians, sleep, with, me,, and,, if, they, say, no,, I'm, going, to, accuse, them, of, misandry, and, heterophobia., I, might, throw, in, a, "racist", or, "fascist,", too...because, why, not?]	[@PatagoniaDon, @jessesingal, I'm, going, to, start, asking, that, hot, lesbians, sleep, with, me,, and,, if, they, say, no,, I'm, going, to, stop.]	@PatagoniaDon @jessesingal I'm going to start demanding that hot lesbians sleep with me, and, if they say no, I'm going to accuse them of misandry and heterophobia. I might throw in a "racist" or "fascist," too...because why not?	@PatagoniaDon @jessesingal I'm going to start asking that hot lesbians sleep with me, and, if they say no, I'm going to stop.	ideologicalinequality
99	[@medusaliker, @RadfemBlack, That's, because, she, was, seriously, mentally, ill, (just, like, Dworkin, &, Millett)., Radical, feminism, (which, is, more, accurately, described, as, carceral, separatism), has, a, decades, long, habit, of, putting, the, unhinged, front, &, center.]	[@medusaliker, @RadfemBlack, That's, because, she, was, seriously, mentally, ill, (just, like, Dworkin, &, Millett)., I, feel, like, radical, feminism, has, a, decades, long, habit, of, putting, the, unhinged, front, &, center.]	@medusaliker @RadfemBlack That's because she was seriously mentally ill (just like Dworkin & Millett). Radical feminism (which is more accurately described as carceral separatism) has a decades long habit of putting the unhinged front & center.	@medusaliker @RadfemBlack That's because she was seriously mentally ill (just like Dworkin & Millett). I feel like radical feminism has a decades long habit of putting the unhinged front & center.	ideologicalinequality
100	[@UNWomenUK, @MunroeBergdorf, You're, a, trans-woman,, not, A, WOMAN., You're, mansplaining, women's, rights,, period.]	[@UNWomenUK, @MunroeBergdorf, You, should, consider, how, your, identity, as, a, trans, woman, interacts, with, your, view, of, women's, rights.]	@UNWomenUK @MunroeBergdorf You're a trans-woman, not A WOMAN. You're mansplaining women's rights, period.	@UNWomenUK @MunroeBergdorf  You should consider how your identity as a trans woman interacts with your view of women's rights.	ideologicalinequality
101	[AYE, KAM, u, will, follow, y'all, because, the, more, men, y'all, kil, means, more, women, for, some, sooooo, kill, all, the, men, u, want, #KAM]	[AYE, u, will, follow, y'all]	AYE KAM u will follow y'all because the more men y'all kil means more women for some sooooo kill all the men u want #KAM	AYE u will follow y'all	ideologicalinequality
102	[@HeatherRoseRya1, @DebbieHayton, @FemmeLoves, @RealWumben, @jackappleby, @FionneOrlander, @artymortyarty, It, must, bother, you, that, you're, a, supposed, feminist,, but, you, suddenly, find, yourself, in, lockstep, with, the, Religious, Right,, when, you've, probably, fought, them, on, everything, all, your, life., They, didn't, suddenly, become, feminists., They're, the, patriarchy,, and, they, LOVE, what, you're, doing.]	[@HeatherRoseRya1, @DebbieHayton, @FemmeLoves, @RealWumben, @jackappleby, @FionneOrlander, @artymortyarty, As, a, feminist,, you, find, yourself, in, lockstep, with, the, Religious, Right,, when, you've, probably, fought, them, on, everything, all, your, life., They, didn't, suddenly, become, feminists., They're, the, patriarchy,, and, they, LOVE, what, you're, doing.]	@HeatherRoseRya1 @DebbieHayton @FemmeLoves @RealWumben @jackappleby @FionneOrlander @artymortyarty It must bother you that you're a supposed feminist, but you suddenly find yourself in lockstep with the Religious Right, when you've probably fought them on everything all your life. They didn't suddenly become feminists. They're the patriarchy, and they LOVE what you're doing.	@HeatherRoseRya1 @DebbieHayton @FemmeLoves @RealWumben @jackappleby @FionneOrlander @artymortyarty As a feminist, you find yourself in lockstep with the Religious Right, when you've probably fought them on everything all your life. They didn't suddenly become feminists. They're the patriarchy, and they LOVE what you're doing.	ideologicalinequality
103	[@lockrocks80, @MsKherzi, Just, wait, a, few, years,, and, the, Lobbist, Feminazi, will, pass, laws, allowing, killing, us...]	[@lockrocks80, @MsKherzi, Just, wait, a, few, years,, and, the, Lobbist, feminists, might, pass, laws, allowing, killing, us...]	@lockrocks80 @MsKherzi Just wait a few years, and the Lobbist Feminazi will pass laws allowing killing us...	@lockrocks80 @MsKherzi Just wait a few years, and the Lobbist feminists might pass laws allowing killing us...	ideologicalinequality
104	[There's, been, an, influx, of, people, who, refer, to, themselves, as, gender, critical, radical, feminists, -, be, aware, that, these, people, are, part, of, a, hate, group, that, radical, right, wing, evangelicals, finance, to, break, up, the, LGBTQIA+, unity., Their, goal, is, to, legalize, conversion, therapy.]	[There's, been, an, influx, of, people, who, refer, to, themselves, as, gender, critical, radical, feminists, -, be, aware, that, these, people, are, part, of, a, group, that, radical, right, wing, evangelicals, finance, to, break, up, the, LGBTQIA+, unity., Their, goal, is, to, legalize, conversion, therapy.]	There's been an influx of people who refer to themselves as gender critical radical feminists - be aware that these people are part of a hate group that radical right wing evangelicals finance to break up the LGBTQIA+ unity. Their goal is to legalize conversion therapy.	There's been an influx of people who refer to themselves as gender critical radical feminists - be aware that these people are part of a group that radical right wing evangelicals finance to break up the LGBTQIA+ unity. Their goal is to legalize conversion therapy.	ideologicalinequality
105	[@GuySquiggs, Thankful, they, are, setting, the, bar, low., They, could, have, some, anti-patriarchy, feminazi, from, Sweden, bitching, about, USA, death, penalty-, like, Greta, Thuneberg]	[@GuySquiggs, Thankful, they, are, setting, the, bar, low.]	@GuySquiggs Thankful they are setting the bar low. They could have some anti-patriarchy feminazi from Sweden bitching about USA death penalty- like Greta Thuneberg	@GuySquiggs Thankful they are setting the bar low. 	ideologicalinequality
106	[What, absolute, tosh, is, this, article???, What, kind, of, idiot, writes, this, in, the, 21st, century??, Can, you, imagine, this, being, asked, of, a, man???, #EveryDaySexism, #women, https://t.co/9rEwZzFYMQ]	[What, absolute, tosh, is, this, article???, What, kind, of, idiot, writes, this, in, the, 21st, century??, Can, you, imagine, this, being, asked, of, a, man???, https://t.co/9rEwZzFYMQ]	What absolute tosh is this article??? What kind of idiot writes this in the 21st century?? Can you imagine this being asked of a man??? #EveryDaySexism #women  https://t.co/9rEwZzFYMQ	What absolute tosh is this article??? What kind of idiot writes this in the 21st century?? Can you imagine this being asked of a man???  https://t.co/9rEwZzFYMQ	ideologicalinequality
107	[@nubianqueen_5, @Murky__Meg, Is, that, the, same, woman, who, empowered, herself', by, using, men, to, climb, her, social, ladder!!!!]	[@nubianqueen_5, @Murky__Meg, Is, that, the, same, woman, who, empowered, herself', by, using, others, to, climb, her, social, ladder!!!!]	@nubianqueen_5 @Murky__Meg Is that the same woman who 'empowered herself' by using men to climb her social ladder!!!!	@nubianqueen_5 @Murky__Meg Is that the same woman who 'empowered herself' by using others to climb her social ladder!!!!	ideologicalinequality
108	[If, you're, a, man, talking, to, a, woman,, shut, the, fuck, up., We've, heard, enough, of, your, mansplaining.]	[Men, should, consider, how, they, talk, to, women, to, avoid, overexplaining, things]	If you're a man talking to a woman, shut the fuck up. We've heard enough of your mansplaining.	Men should consider how they talk to women to avoid overexplaining things	ideologicalinequality
109	[people, will, claim, misandry, isn't, real, ok, geniuses, then, why, is, there, only, one, pussy, option, in, cyberpunk, 2077]	[people, will, claim, misandry, isn't, real, ok, geniuses, then, why, is, there, only, one, female, option, in, cyberpunk, 2077]	people will claim misandry isn't real ok  geniuses then why is there only one pussy option in cyberpunk 2077	people will claim misandry isn't real ok  geniuses then why is there only one female option in cyberpunk 2077	ideologicalinequality
110	[@Autumn_Constant, @men_are_human, WRONG,, they, are, victims, of, feminism., Feminism, is, an, ideology, based, on, nothing, but, the, hatred, of, men, and, boys, and, special, status, for, women, in, all, things!]	[@Autumn_Constant, @men_are_human, WRONG,, Feminism, is, an, ideology]	@Autumn_Constant @men_are_human WRONG, they are victims of feminism. Feminism is an ideology based on nothing but the hatred of men and boys and special status for women in all things!	@Autumn_Constant @men_are_human WRONG, Feminism is an ideology 	ideologicalinequality
