id	src tokenized	tgt tokenized	src raw	tgt raw	NOUN VERB	nsubj ROOT
63	Y'all don't forget that Manu Ginobili is the Father of the Flop.	Y'all don't forget that Manu Ginobili is the creator of the Flop.	Y'all don't forget that Manu Ginobili is the Father of the Flop.	Y'all don't forget that Manu Ginobili is the creator of the Flop.	PROPN AUX PART VERB SCONJ PROPN PROPN AUX DET PROPN ADP DET PROPN PUNCT	nsubj aux neg ROOT mark compound nsubj ccomp det attr prep det pobj punct
64	Everybody to this dick	Everybody to this bad person	Everybody to this dick	Everybody to this bad person	PRON ADP DET NOUN	ROOT prep det pobj
65	Aint sparing you bitches	Aint sparing you people	Aint sparing you bitches	Aint sparing you people	AUX PART VERB PRON VERB	aux neg ROOT nsubj ccomp
66	Wen wil our girls return?If our govt claim nt 2 ve d manpower 2 brng dem bac	Wen wil our girls return?If our govt claim nt 2 ve d power 2 brng dem bac	Wen wil our girls return?If our govt claim nt 2 ve d manpower 2 brng dem bac	Wen wil our girls return?If our govt claim nt 2 ve d power 2 brng dem bac	PROPN VERB PRON NOUN ADV PRON NOUN VERB PART NUM NOUN NOUN NOUN NUM NOUN ADJ PROPN	nsubj ccomp poss dobj advmod poss nsubj ROOT advmod nummod ccomp dep dobj nummod npadvmod amod npadvmod
67	"She calls herself ""anti-feminazi"" how about shut the fucking up on your vile commentary on an elderly responsible citizen tu sach muuch ghani baawri-bewdi hai bey https://t.co/ZMxTDwsY5D"	how about shut the fucking up on your vile commentary on an elderly responsible citizen tu sach muuch ghani baawri-bewdi hai bey https://t.co/ZMxTDwsY5D	"She calls herself ""anti-feminazi"" how about shut the fucking up on your vile commentary on an elderly responsible citizen tu sach muuch ghani baawri-bewdi hai bey https://t.co/ZMxTDwsY5D"	how about shut the fucking up on your vile commentary on an elderly responsible citizen tu sach muuch ghani baawri-bewdi hai bey https://t.co/ZMxTDwsY5D	PUNCT PRON VERB PRON PUNCT PUNCT ADJ ADJ ADJ PUNCT PUNCT SCONJ SCONJ VERB DET NOUN ADP ADP PRON ADJ NOUN ADP DET ADJ ADJ NOUN PROPN PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PUNCT	punct nsubj ROOT dobj punct punct oprd oprd oprd punct punct advmod mark ccomp det dobj prt prep poss amod pobj prep det amod amod compound pobj compound compound nmod compound punct compound compound compound appos punct
68	"@martybeckerman @ne0liberal This feels like a cold take on the surface, but I feel like this is hand waving away so much early-90s conservative media legwork that was done that has been largely paved over. Limbaugh hit it big in 92 when he uttered the fir"	"@martybeckerman @ne0liberal This feels like a cold take on the surface, but I feel like this is hand waving away so much early-90s conservative media legwork that was done that has been largely paved over."	"@martybeckerman @ne0liberal This feels like a cold take on the surface, but I feel like this is hand waving away so much early-90s conservative media legwork that was done that has been largely paved over. Limbaugh hit it big in 92 when he uttered the fir"	"@martybeckerman @ne0liberal This feels like a cold take on the surface, but I feel like this is hand waving away so much early-90s conservative media legwork that was done that has been largely paved over."	PUNCT NOUN ADP PRON VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT CCONJ PRON VERB ADP PRON AUX NOUN VERB ADP ADV ADJ NOUN ADJ NOUN NOUN PRON AUX VERB PRON AUX AUX ADV VERB ADP PUNCT PROPN VERB PRON ADJ ADP NUM SCONJ PRON VERB DET NOUN PUNCT	punct nsubj prep pobj ROOT prep det amod pobj prep det pobj punct cc nsubj conj prep pobj aux nsubj ccomp advmod advmod amod nmod amod compound dobj nsubjpass auxpass relcl nsubjpass aux auxpass advmod relcl prt punct nsubj ROOT dobj oprd prep pobj advmod nsubj advcl det dobj punct
69	"@PatagoniaDon @jessesingal I'm going to start demanding that hot lesbians sleep with me, and, if they say no, I'm going to accuse them of misandry and heterophobia. I might throw in a ""racist"" or ""fascist,"" too...because why not?"	"@PatagoniaDon @jessesingal I'm going to start asking that hot lesbians sleep with me, and, if they say no, I'm going to stop."	"@PatagoniaDon @jessesingal I'm going to start demanding that hot lesbians sleep with me, and, if they say no, I'm going to accuse them of misandry and heterophobia. I might throw in a ""racist"" or ""fascist,"" too...because why not?"	"@PatagoniaDon @jessesingal I'm going to start asking that hot lesbians sleep with me, and, if they say no, I'm going to stop."	PUNCT PROPN PROPN PRON AUX VERB PART VERB VERB SCONJ ADJ NOUN VERB ADP PRON PUNCT CCONJ PUNCT SCONJ PRON VERB INTJ PUNCT PRON AUX VERB PART VERB PRON ADP NOUN CCONJ PROPN PUNCT PRON AUX VERB ADP DET PUNCT PUNCT NOUN PUNCT PUNCT CCONJ PUNCT PUNCT ADJ PUNCT PUNCT PUNCT ADV PUNCT SCONJ SCONJ PART PUNCT PUNCT	punct compound ROOT nsubj aux ROOT aux xcomp xcomp mark amod nsubj ccomp prep pobj punct cc punct mark nsubj advcl intj punct nsubj aux conj aux xcomp dobj prep pobj cc conj punct nsubj aux ROOT prt det punct punct dobj punct punct cc punct punct conj punct punct punct advmod punct prep advmod pcomp punct punct
70	@medusaliker @RadfemBlack That's because she was seriously mentally ill (just like Dworkin & Millett). Radical feminism (which is more accurately described as carceral separatism) has a decades long habit of putting the unhinged front & center.	@medusaliker @RadfemBlack That's because she was seriously mentally ill (just like Dworkin & Millett). I feel like radical feminism has a decades long habit of putting the unhinged front & center.	@medusaliker @RadfemBlack That's because she was seriously mentally ill (just like Dworkin & Millett). Radical feminism (which is more accurately described as carceral separatism) has a decades long habit of putting the unhinged front & center.	@medusaliker @RadfemBlack That's because she was seriously mentally ill (just like Dworkin & Millett). I feel like radical feminism has a decades long habit of putting the unhinged front & center.	NOUN NUM PRON AUX SCONJ PRON AUX ADV ADV ADJ PUNCT ADV ADP PROPN CCONJ PROPN PUNCT PUNCT ADJ NOUN PUNCT PRON AUX ADV ADV VERB ADP ADJ NOUN PUNCT VERB DET NOUN ADJ NOUN ADP VERB DET ADJ NOUN CCONJ NOUN PUNCT	ROOT punct nsubj ROOT mark nsubj advcl advmod advmod acomp punct advmod prep pobj cc conj punct punct amod nsubj punct nsubjpass auxpass advmod advmod relcl prep amod pobj punct ROOT det dobj amod dobj prep pcomp det amod dobj cc conj punct
71	"@UNWomenUK @MunroeBergdorf You're a trans-woman, not A WOMAN. You're mansplaining women's rights, period."	@UNWomenUK @MunroeBergdorf  You should consider how your identity as a trans woman interacts with your view of women's rights.	"@UNWomenUK @MunroeBergdorf You're a trans-woman, not A WOMAN. You're mansplaining women's rights, period."	@UNWomenUK @MunroeBergdorf  You should consider how your identity as a trans woman interacts with your view of women's rights.	PUNCT NOUN PROPN PRON AUX DET ADJ NOUN NOUN PUNCT PART DET NOUN PUNCT PRON AUX VERB NOUN PART NOUN PUNCT NOUN PUNCT PUNCT	punct meta compound nsubj ROOT det attr attr attr punct neg det appos punct nsubj aux ROOT poss case dobj punct appos punct punct
72	AYE KAM u will follow y'all because the more men y'all kil means more women for some sooooo kill all the men u want #KAM	AYE u will follow y'all	AYE KAM u will follow y'all because the more men y'all kil means more women for some sooooo kill all the men u want #KAM	AYE u will follow y'all	PROPN PROPN PRON AUX VERB PRON PRON SCONJ DET ADJ NOUN PRON DET PROPN VERB ADJ NOUN ADP DET NOUN VERB DET DET NOUN NOUN VERB SYM PROPN	compound compound nsubj aux ROOT dobj appos mark det amod nsubj nmod det nsubj advcl amod nsubj prep det pobj ccomp predet det dobj nsubj relcl dobj dobj
73	"@HeatherRoseRya1 @DebbieHayton @FemmeLoves @RealWumben @jackappleby @FionneOrlander @artymortyarty It must bother you that you're a supposed feminist, but you suddenly find yourself in lockstep with the Religious Right, when you've probably fought them on"	"@HeatherRoseRya1 @DebbieHayton @FemmeLoves @RealWumben @jackappleby @FionneOrlander @artymortyarty As a feminist, you find yourself in lockstep with the Religious Right, when you've probably fought them on everything all your life. They didn't suddenly be"	"@HeatherRoseRya1 @DebbieHayton @FemmeLoves @RealWumben @jackappleby @FionneOrlander @artymortyarty It must bother you that you're a supposed feminist, but you suddenly find yourself in lockstep with the Religious Right, when you've probably fought them on"	"@HeatherRoseRya1 @DebbieHayton @FemmeLoves @RealWumben @jackappleby @FionneOrlander @artymortyarty As a feminist, you find yourself in lockstep with the Religious Right, when you've probably fought them on everything all your life. They didn't suddenly be"	PUNCT PROPN PROPN PROPN PUNCT PROPN PROPN NOUN PRON AUX VERB PRON SCONJ PRON AUX DET VERB NOUN PUNCT CCONJ PRON ADV VERB PRON ADP NOUN ADP DET PROPN PROPN PUNCT SCONJ PRON AUX ADV VERB PRON ADP PUNCT	punct nmod nmod punct punct compound compound ROOT nsubj aux ROOT dobj mark nsubj ccomp det amod attr punct cc nsubj advmod conj dobj prep pobj prep det compound pobj punct advmod nsubj aux advmod advcl dobj prep punct
74	"@lockrocks80 @MsKherzi Just wait a few years, and the Lobbist Feminazi will pass laws allowing killing us..."	"@lockrocks80 @MsKherzi Just wait a few years, and the Lobbist feminists might pass laws allowing killing us..."	"@lockrocks80 @MsKherzi Just wait a few years, and the Lobbist Feminazi will pass laws allowing killing us..."	"@lockrocks80 @MsKherzi Just wait a few years, and the Lobbist feminists might pass laws allowing killing us..."	PUNCT VERB PUNCT ADV VERB DET ADJ NOUN PUNCT CCONJ DET PROPN PROPN AUX VERB NOUN VERB VERB PRON PUNCT PUNCT	punct nsubj punct advmod ROOT det amod npadvmod punct cc det compound nsubj aux conj dobj acl xcomp dobj punct punct
75	There's been an influx of people who refer to themselves as gender critical radical feminists - be aware that these people are part of a hate group that radical right wing evangelicals finance to break up the LGBTQIA+ unity. Their goal is to legalize conversion therapy.	There's been an influx of people who refer to themselves as gender critical radical feminists - be aware that these people are part of a group that radical right wing evangelicals finance to break up the LGBTQIA+ unity. Their goal is to legalize conversion therapy.	There's been an influx of people who refer to themselves as gender critical radical feminists - be aware that these people are part of a hate group that radical right wing evangelicals finance to break up the LGBTQIA+ unity. Their goal is to legalize conversion therapy.	There's been an influx of people who refer to themselves as gender critical radical feminists - be aware that these people are part of a group that radical right wing evangelicals finance to break up the LGBTQIA+ unity. Their goal is to legalize conversion therapy.	PRON VERB AUX DET NOUN ADP NOUN PRON VERB ADP PRON ADP NOUN ADJ ADJ NOUN PUNCT AUX ADJ SCONJ DET NOUN AUX NOUN ADP DET NOUN NOUN PRON ADJ ADJ NOUN NOUN VERB PART VERB ADP DET NOUN NOUN PUNCT PRON NOUN AUX PART VERB NOUN NOUN PUNCT	expl auxpass ROOT det attr prep pobj nsubj relcl prep pobj prep nmod amod amod pobj punct dep acomp mark det nsubj ccomp attr prep det compound pobj nsubj amod amod compound nsubj relcl aux xcomp prt det compound dobj punct poss nsubj ROOT aux xcomp compound dobj punct
76	@GuySquiggs Thankful they are setting the bar low. They could have some anti-patriarchy feminazi from Sweden bitching about USA death penalty- like Greta Thuneberg	@GuySquiggs Thankful they are setting the bar low. 	@GuySquiggs Thankful they are setting the bar low. They could have some anti-patriarchy feminazi from Sweden bitching about USA death penalty- like Greta Thuneberg	@GuySquiggs Thankful they are setting the bar low.	PROPN ADJ PRON AUX VERB DET NOUN ADJ PUNCT PRON AUX VERB DET ADJ ADJ ADJ NOUN ADP PROPN NOUN ADP PROPN NOUN NOUN ADP PROPN PROPN	compound ROOT nsubj aux ccomp det dobj advmod punct nsubj aux ROOT det amod amod amod dobj prep pobj acl prep compound compound pobj prep compound pobj
77	What absolute tosh is this article??? What kind of idiot writes this in the 21st century?? Can you imagine this being asked of a man??? #EveryDaySexism #women  https://t.co/9rEwZzFYMQ	What absolute tosh is this article??? What kind of idiot writes this in the 21st century?? Can you imagine this being asked of a man???  https://t.co/9rEwZzFYMQ	What absolute tosh is this article??? What kind of idiot writes this in the 21st century?? Can you imagine this being asked of a man??? #EveryDaySexism #women  https://t.co/9rEwZzFYMQ	What absolute tosh is this article??? What kind of idiot writes this in the 21st century?? Can you imagine this being asked of a man???  https://t.co/9rEwZzFYMQ	PRON ADJ NOUN AUX DET NOUN PUNCT PUNCT PUNCT PRON NOUN ADP NOUN VERB PRON ADP DET ADJ NOUN PUNCT PUNCT AUX PRON VERB PRON AUX VERB ADP DET NOUN PUNCT PUNCT PUNCT SYM NOUN ADP NOUN SPACE X	det amod attr ROOT det attr punct punct punct det nsubj prep pobj ROOT dobj prep det amod pobj punct punct aux nsubj ROOT nsubjpass auxpass ccomp prep det pobj punct punct punct punct ROOT nmod compound dep npadvmod
