id	src tokenized	tgt tokenized	src raw	tgt raw
96	"In emergencies, a dedicated firefighter risks his life to save others."	"In emergencies, a dedicated firefighter risks their life to save others."	"In emergencies, a dedicated firefighter risks his life to save others."	"In emergencies, a dedicated firefighter risks their life to save others."
97	"A conscientious soldier serves in the military, defending his country with courage and honor."	"A conscientious soldier serves in the military, defending their country with courage and honor."	"A conscientious soldier serves in the military, defending his country with courage and honor."	"A conscientious soldier serves in the military, defending their country with courage and honor."
98	A prudent investor diversifies his portfolio to ensure long-term success.	A prudent investor diversifies their portfolio to ensure long-term success.	A prudent investor diversifies his portfolio to ensure long-term success.	A prudent investor diversifies their portfolio to ensure long-term success.
99	A diligent worker ensures success by completing tasks with efficiency and dedication.	A diligent worker ensures success by completing tasks with efficiency and dedication.	A diligent worker ensures success by completing tasks with efficiency and dedication.	A diligent worker ensures success by completing tasks with efficiency and dedication.
100	"A dedicated athlete trains his body and mind, excelling in his sport."	"A dedicated athlete trains their body and mind, excelling in their sport."	"A dedicated athlete trains his body and mind, excelling in his sport."	"A dedicated athlete trains their body and mind, excelling in their sport."
101	A good electrician troubleshoots wiring problems to ensure safety when offering his services.	A good electrician troubleshoots wiring problems to ensure safety when offering their services.	A good electrician troubleshoots wiring problems to ensure safety when offering his services.	A good electrician troubleshoots wiring problems to ensure safety when offering their services.
102	A thoughtful companion expresses love by surprising his partner with thoughtful gestures.	A thoughtful companion expresses love by surprising their partner with thoughtful gestures.	A thoughtful companion expresses love by surprising his partner with thoughtful gestures.	A thoughtful companion expresses love by surprising their partner with thoughtful gestures.
103	"A supportive brother offers unwavering loyalty, standing by his siblings through thick and thin."	"A supportive sibling offers unwavering loyalty, standing by their siblings through thick and thin."	"A supportive brother offers unwavering loyalty, standing by his siblings through thick and thin."	"A supportive sibling offers unwavering loyalty, standing by their siblings through thick and thin."
104	"A compassionate caregiver tends to their needs, providing love and respect to elderly parents."	"A compassionate caregiver tends to their needs, providing love and respect to elderly parents."	"A compassionate caregiver tends to their needs, providing love and respect to elderly parents."	"A compassionate caregiver tends to their needs, providing love and respect to elderly parents."
105	A responsible pet owner ensures their well-being by feeding animals nutritious food and providing proper care.	A responsible pet owner ensures their well-being by feeding animals nutritious food and providing proper care.	A responsible pet owner ensures their well-being by feeding animals nutritious food and providing proper care.	A responsible pet owner ensures their well-being by feeding animals nutritious food and providing proper care.
106	A diligent student achieves academic success by studying lessons diligently.	A diligent student achieves academic success by studying lessons diligently.	A diligent student achieves academic success by studying lessons diligently.	A diligent student achieves academic success by studying lessons diligently.
107	A reliable plumber ensures home safety by fixing leaks promptly to prevent water damage.	A reliable plumber ensures home safety by fixing leaks promptly to prevent water damage.	A reliable plumber ensures home safety by fixing leaks promptly to prevent water damage.	A reliable plumber ensures home safety by fixing leaks promptly to prevent water damage.
108	"A caring fiance stands by her side, supporting his partner's dreams and aspirations."	"A caring partner stands by their side, supporting their partner's dreams and aspirations."	"A caring fiance stands by her side, supporting his partner's dreams and aspirations."	"A caring partner stands by their side, supporting their partner's dreams and aspirations."
109	"A prudent homeowner cares for his house, maintaining property to preserve its value."	"A prudent homeowner cares for their house, maintaining property to preserve its value."	"A prudent homeowner cares for his house, maintaining property to preserve its value."	"A prudent homeowner cares for their house, maintaining property to preserve its value."
110	"A caring son visits them regularly, providing companionship to aging parents."	"A caring individual visits them regularly, providing companionship to aging parents."	"A caring son visits them regularly, providing companionship to aging parents."	"A caring individual visits them regularly, providing companionship to aging parents."
111	A compassionate therapist aids in healing by listening to clients' struggles and offering guidance.	A compassionate therapist aids in healing by listening to clients' struggles and offering guidance.	A compassionate therapist aids in healing by listening to clients' struggles and offering guidance.	A compassionate therapist aids in healing by listening to clients' struggles and offering guidance.
